,Education,Marital_Status,Age_Group,Income_Class,Children,Wine_Preference,Fruit_Preference,Meat_Preference,Sweets_Preference,Purchase_Place
902,Graduation,Married,50s,High,No Children,Wine,Fruits,Meat,Sweets,Store
946,PhD,Divorced,50s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
2180,Graduation,Married,30s,High,Children,Wine,Fruits,Meat,Sweets,Store
1572,Graduation,Married,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1732,PhD,Married,60s,High,No Children,Wine,Fruits,Meat,Sweets,Store
805,Graduation,Married,30s,High,Children,Wine,Fruits,No Meat,No Sweets,Web
694,Graduation,Divorced,60s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
1653,PhD,Single,20s,Medium,No Children,Wine,No Fruits,No Meat,No Sweets,Store
1285,Graduation,Married,60s,High,No Children,Wine,Fruits,Meat,Sweets,Web
1327,Graduation,Together,40s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
1663,Graduation,Together,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
460,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
966,Graduation,Together,50s,Medium,Children,Wine,Fruits,Meat,No Sweets,Web
988,PhD,Single,20s,High,No Children,Wine,Fruits,Meat,Sweets,Web
1018,Graduation,Single,40s,High,No Children,Wine,Fruits,Meat,Sweets,Web
201,PhD,Married,40s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
1055,Graduation,Divorced,50s,Low,No Children,No Wine,No Fruits,No Meat,No Sweets,Store
997,Graduation,Together,30s,High,Children,Wine,No Fruits,Meat,Sweets,Web
2118,Graduation,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1955,Graduation,Together,40s,Medium,Children,Wine,Fruits,No Meat,No Sweets,Web
348,PhD,Widow,40s,High,Children,Wine,No Fruits,Meat,No Sweets,Store
338,Graduation,Married,20s,High,Children,Wine,Fruits,Meat,Sweets,Web
1230,Master,Together,60s,High,No Children,Wine,Fruits,Meat,No Sweets,Store
1247,PhD,Divorced,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1123,PhD,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
260,Master,Single,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1765,Graduation,Married,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1434,Graduation,Married,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1238,Graduation,Married,50s,High,Children,Wine,Fruits,Meat,Sweets,Store
1266,Graduation,Married,30s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Store
1348,Basic,Married,80s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
388,Graduation,Together,40s,High,No Children,Wine,Fruits,Meat,Sweets,Web
1713,PhD,Together,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
127,PhD,Alone,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1363,Graduation,Single,30s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
1539,Master,Together,40s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
253,Master,Together,50s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Web
68,Graduation,Married,50s,Medium,No Children,No Wine,No Fruits,No Meat,Sweets,Store
950,PhD,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,Sweets,Store
1194,Graduation,Married,20s,Low,No Children,No Wine,Fruits,No Meat,Sweets,Store
123,PhD,Married,40s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
1712,Graduation,Married,60s,High,Children,Wine,No Fruits,Meat,Sweets,Store
1260,Master,Married,40s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Web
825,2n Cycle,Single,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1464,Graduation,Together,50s,High,Children,Wine,Fruits,Meat,Sweets,Store
115,Graduation,Single,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
2193,Graduation,Together,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1905,Graduation,Single,50s,High,No Children,Wine,Fruits,Meat,Sweets,Web
